,story_id,person,aliases,label,subject_sentences,is_dialogue,count_lexicon,is_subject,is_object,subject_sentences_stem
3438,111,Tokoh-17,['tikus'],antagonist,"Kini anjinglah yang mampu berenang, sedangkan tikus dan kucing menunggangi anjing sehingga ketiga binatang itu tiba di seberang.",0,0,1,0,anjing renang tikus kucing tunggang anjing tiga binatang seberang
3436,111,Tokoh-17,['tikus'],antagonist,"Akhirnya, tikus, kucing, dan anjing bermufakat untuk menolong anak raja itu.",0,2,1,0,tikus kucing anjing mufakat tolong anak raja
3435,111,Tokoh-17,['tikus'],antagonist,"Setelah mengetahui hal itu, maka tikus mencari kucing.",0,-1,1,0,tikus cari kucing
3434,111,Tokoh-17,['tikus'],antagonist,"Ketika itu, datanglah seekor tikus lalu menanyakan mengapa ia kelihatan bermurung saja.",0,0,0,1,datang ekor tikus murung
142,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Dalam hatinya, ia berpikir, ""Kalau burung ini kujual setelah dimasak, tentu harganya lebih mahal.""",1,3,1,0,hati pikir burung jual masak harga mahal
141,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Saat kedua anaknya sedang pergi ke sawah, ia menangkap burung merbuk tersebut dan menyembelihnya.",0,0,0,1,anak pergi sawah tangkap burung merbuk sembelih
3430,111,Tokoh-15,['kucing'],antagonist,"Justru karena itulah, hingga sekarang, kucing dan anjing sangat bermusuhan dengan tikus.",0,-1,1,0,kucing anjing musuh tikus
3429,111,Tokoh-15,['kucing'],antagonist,"Tetapi, sejak saat itu, kucing dan anjing mulai mengejar tikus dengan segenap tenaganya.",0,0,1,0,kucing anjing kejar tikus segenap tenaga
3437,111,Tokoh-17,['tikus'],antagonist,Tikus dan kucing tak mampu mengikuti jejak itu.,0,-1,1,0,tikus kucing ikut jejak
3449,111,Tokoh-17,['tikus'],antagonist,Kutukan serupa itu terhadap tikus juga diucapkan oleh anjing.,0,-2,0,0,kutu tikus anjing
1885,27,Tokoh-8,['simbun'],antagonist,"""Begini, Simbun.",1,0,0,0,simbun
1886,27,Tokoh-8,['simbun'],antagonist,"Saya akan menyayanginya sepenuh hati,"" ucap Simbun.",1,0,0,1,sayang sepenuh hati simbun
1887,27,Tokoh-8,['simbun'],antagonist,"Akhirnya, Labih pun menerima lamaran Simbun.",0,1,0,0,labih terima lamar simbun
1888,27,Tokoh-8,['simbun'],antagonist,"""Leniri, anakku, kenalkan, anak muda ini namanya Simbun.",1,0,0,0,leniri anak kenal anak muda nama simbun
1889,27,Tokoh-8,['simbun'],antagonist,Niri sudah mendengarkan semua pembicaraan ayah dengan Simbun.,0,1,0,0,niri dengar bicara ayah simbun
1890,27,Tokoh-8,['simbun'],antagonist,Labih pun mengerti maksud jawaban dari putrinya bahwa ia pun menerima lamaran itu dan bersedia mengarungi kehidupan rumah tangga bersama Simbun.,0,4,0,0,labih erti maksud putri terima lamar sedia arung hidup rumah tangga simbun
1891,27,Tokoh-8,['simbun'],antagonist,"Akhirnya, Simbun dan Leniri pun menikah.",0,1,1,0,simbun leniri meni
1892,27,Tokoh-8,['simbun'],antagonist,"Suatu hari, ketika Simbun akan berangkat bekerja, Leniri memintanya untuk menunggui Ari yang sedang tertidur di ayunan.",0,1,1,0,simbun berangkat leniri minta tunggu ari tidur ayun
1893,27,Tokoh-8,['simbun'],antagonist,Simbun pun mulai kesal menunggu.,0,3,1,0,simbun kesal tunggu
1882,27,Tokoh-8,['simbun'],antagonist,"Mengetahui maksud kedatangan Simbun, Labih terdiam sejenak.",0,2,0,0,maksud datang simbun labih diam
1881,27,Tokoh-8,['simbun'],antagonist,"Jika diperkenankan, saya berjanji akan membahagiakannya, Tuan,"" ungkap Simbun.",1,3,0,1,kenan janji bahagia tuan simbun
1880,27,Tokoh-8,['simbun'],antagonist,"""Ada yang bisa kubantu, Simbun?""",1,1,0,1,bantu simbun
1879,27,Tokoh-8,['simbun'],antagonist,"Saya berasal dari kampung sebelah,"" jawab Simbun.",1,0,0,0,asal kampung belah simbun
1878,27,Tokoh-8,['simbun'],antagonist,Nama saya Simbun.,0,0,0,0,nama simbun
1877,27,Tokoh-8,['simbun'],antagonist,seru Simbun dari depan rumah.,0,0,0,0,seru simbun rumah
1876,27,Tokoh-8,['simbun'],antagonist,"Pada suatu hari, datanglah seorang pemuda tampan yang bernama Simbun hendak melamar Leniri.",0,-1,0,1,datang pemuda tampan nama simbun lamar leniri
147,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Ahmad memakan kepala burung, sementara Muhammad memakan hatinya.",0,2,0,0,ahmad makan kepala burung muhammad makan hati
146,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Namun, mereka akhirnya memutuskan untuk memakan burung yang telah dipanggang itu.",0,2,0,1,putus makan burung panggang
144,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Setibanya di rumah, mereka langsung mencari burung kesayangan mereka.",0,-1,0,1,rumah langsung cari burung sayang
143,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Setelah memanggang burung itu, ia meletakkannya di atas perapian.",0,0,0,1,panggang burung letak api
3425,111,Tokoh-15,['kucing'],antagonist,"Anak raja sangat gembira, tetapi kucing dan anjing menangis tersedu-sedu.",0,0,1,0,anak raja gembira kucing anjing menang sedu sedu
127,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Karena telah lama dirawat, burung itu menjadi sangat jinak dan tidak perlu diikat.",0,4,1,0,rawat burung jinak ikat
126,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,Burung itu kemudian mereka pelihara dengan penuh kasih sayang.,0,1,1,0,burung pelihara penuh kasih sayang
122,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Burung merbuk tersebut sangat indah, dengan bulu yang berkilauan seperti emas.",0,1,0,0,burung merbuk indah bulu kilau emas
121,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Merasa penasaran, mereka pun mengejar dan berhasil menangkap burung itu.",0,-2,0,1,penasaran kejar hasil tangkap burung
120,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Pada suatu sore, dalam perjalanan pulang dari mengaji, mereka melihat seekor burung merbuk yang berulang kali terbang rendah di hadapan mereka.",0,1,0,1,sore jalan pulang aji ekor burung merbuk ulang kali terbang rendah hadap
119,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Dengan penuh ambisi, Wak Pawang Merbuk pulang sambil membayangkan dirinya menjadi raja.",0,2,1,0,penuh ambisi wak pawang merbuk pulang bayang raja
118,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"""Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali?",1,-1,1,0,wak pawang
116,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Namun, Ahmad dan Muhammad segera menolak, ""Maaf, Wak.",1,-1,0,0,ahmad muhammad tolak maaf wak
115,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"""Wa'alaikumussalam, Wak,"" jawab Ahmad dan Muhammad.",1,0,0,0,wa alaikumussalam wak ahmad muhammad
114,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Keesokan paginya, Wak Pawang Merbuk segera berangkat mencari rumah Ahmad dan Muhammad.",0,-2,1,0,esok pagi wak pawang merbuk berangkat cari rumah ahmad muhammad
113,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,Wak Pawang Merbuk terbangun dengan perasaan heran dan penuh harapan.,0,1,1,0,wak pawang merbuk bangun asa heran penuh harap
112,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Wak Pawang Merbuk bertanya, ""Apakah tuah burung itu, dan siapa pemiliknya?""",1,1,1,0,wak pawang merbuk tuah burung milik
111,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Dalam mimpinya, ia didatangi oleh seorang lelaki tua berjubah putih yang berkata, ""Hai, Pawang Merbuk.",1,-4,0,0,mimpi datang lelaki tua jubah putih hai pawang merbuk
110,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Suatu malam, setelah pulang dari memikat burung, Wak Pawang Merbuk bermimpi.",0,0,1,0,malam pulang mikat burung wak pawang merbuk mimpi
109,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,Orang-orang di kampung memanggilnya Wak Pawang Merbuk.,0,-1,0,1,orang orang kampung panggil wak pawang merbuk
108,7,Tokoh-6,"['pawang merbuk', 'wak pawang merbuk', 'wak', 'wak pawang', 'pawang']",antagonist,"Di kampung itu, hiduplah seorang pawang burung merbuk yang setiap hari pergi ke hutan untuk memikat burung.",0,0,0,0,kampung hidup pawang burung merbuk pergi hutan mikat burung
128,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Kemana pun Ahmad dan Muhammad pergi, burung itu selalu mengikuti mereka, seolah-olah tidak bisa berpisah.",0,-1,1,0,mana ahmad muhammad pergi burung ikut olah pisah
1614,25,Tokoh-8,['limandaru'],antagonist,"Ketika Limandaru hendak masuk ke dalam gua, Doyan Nada segera mencegatnya.",0,-2,1,0,limandaru masuk gua doyan nada cegat
131,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Di kampung ini, ada seekor burung merbuk yang sangat bertuah.""",1,2,0,1,kampung ekor burung merbuk tuah
3423,111,Tokoh-15,['kucing'],antagonist,"Anjing dan kucing lalu menyelam, tetapi apa yang mereka cari tak kunjung ditemukan.",0,0,0,0,anjing kucing selam cari kunjung temu
3422,111,Tokoh-15,['kucing'],antagonist,Hal tersebut rupanya tidak diketahui oleh kucing dan anjing.,0,0,0,1,kucing anjing
3421,111,Tokoh-15,['kucing'],antagonist,"Ketika sampai di tengah-tengah sungai, mentiko betuah itu jatuh dari tangan kucing.",0,2,0,0,sungai mentiko betuah jatuh tangan kucing
3420,111,Tokoh-15,['kucing'],antagonist,"Dalam penyeberangan tersebut, benda yang mereka bawa dipegang oleh kucing.",0,0,0,1,seberang benda bawa pegang kucing
3418,111,Tokoh-15,['kucing'],antagonist,"Malam sudah larut, dan kucing mengetahui bahwa orang itu telah tidur nyenyak.",0,1,1,0,malam larut kucing orang tidur nyenyak
3417,111,Tokoh-15,['kucing'],antagonist,"Bila ia bersin, maka benda itu akan terlontar dari mulutnya, lalu kucing menangkap benda itu dan melarikannya ke bawah rumah.",0,-2,1,0,bersin benda lontar mulut kucing tangkap benda lari rumah
3412,111,Tokoh-15,['kucing'],antagonist,Kemudian kucing mencari anjing lalu menceritakan pula kepadanya.,0,0,1,0,kucing cari anjing cerita
139,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Burung ini sudah seperti saudara kami sendiri.""",1,0,0,0,burung saudara
138,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,Burung ini tidak kami jual.,0,1,1,0,burung jual
137,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"""Burung kalian sangat jinak.",1,0,1,0,burung jinak
136,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Di sana, ia melihat kedua anak itu sedang bermain dengan burung merbuk kesayangan mereka.",0,2,0,1,anak main burung merbuk sayang
135,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"""Aku harus mendapatkan burung itu!""",1,1,0,1,burung
134,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Burung itu dimiliki oleh Ahmad dan Muhammad.""",1,1,1,0,burung milik ahmad muhammad
133,7,Tokoh-7,"['burung', 'pawang burung']",antagonist,"Orang tua itu menjawab, ""Barang siapa yang memakan kepala burung ini, ia akan menjadi raja.",1,2,0,0,orang tua barang makan kepala burung raja
1809,27,Tokoh-2,"['suami istri', 'suaminya', 'suamiku', 'suami']",antagonist,"Alkisah di sebuah kampung di daerah Kalimantan Tengah, Indonesia, hiduplah sepasang suami istri yang miskin.",0,-1,0,0,alkisah kampung daerah kalimantan indonesia hidup pasang suami istri miskin
1883,27,Tokoh-8,['simbun'],antagonist,"""Baiklah, Simbun, aku bersedia menikahkanmu dengan Leniri, tapi kamu harus memenuhi satu syarat,"" kata kakek itu.",1,2,1,0,baik simbun sedia nikah leniri penuh syarat kakek
1471,23,Tokoh-11,['siti'],antagonist,Mak Siyah tidak bisa lagi memenuhi keinginan Siti.,0,0,0,0,mak siyah penuh siti
394,10,Tokoh-11,['sipakpak kunal'],antagonist,"Tidak lama setelah Sipakpak Kunal dan puteri Raja dikawinkan, hal-hal aneh mulai terjadi.",0,1,0,0,sipakpak nal puter raja kawin aneh
1460,23,Tokoh-11,['siti'],antagonist,Mak Siyah dan Siti tinggal di gubuk tua berdinding papan dan beratap rumbia.,0,-1,0,0,mak siyah siti tinggal gubuk tua dinding papan atap rumbia
1461,23,Tokoh-11,['siti'],antagonist,"Kalau ada sisa uang, dibelikannya bedak dan baju untuk Siti.",0,2,0,0,sisa uang beli bedak baju siti
1463,23,Tokoh-11,['siti'],antagonist,"Seperti ibu yang lain, Mak Siyah ingin Siti menolongnya bekerja.",0,0,0,1,mak siyah siti tolong
1464,23,Tokoh-11,['siti'],antagonist,"Suatu kali, ketika mengajak Siti ke hutan, dia dihardik.",0,1,0,1,kali ajak siti hutan hardik
1465,23,Tokoh-11,['siti'],antagonist,"Siti tidak mau bekerja kasar seperti itu,"" begitu jawaban Siti.",1,0,1,0,siti kasar siti
1466,23,Tokoh-11,['siti'],antagonist,"Kalau dinasihati, bentakan Siti semakin keras.",0,-1,0,0,nasihat benta siti keras
1467,23,Tokoh-11,['siti'],antagonist,"""Siti jadi miskin karena ayah sudah meninggal.",1,1,1,0,siti miskin ayah tinggal
1468,23,Tokoh-11,['siti'],antagonist,"Sudahlah, Bu, Siti mau pergi ke mana?",0,1,1,0,bu siti pergi
1469,23,Tokoh-11,['siti'],antagonist,"Uang dan baju baru Siti?""",1,0,0,0,uang baju siti
1470,23,Tokoh-11,['siti'],antagonist,"Di tengah situasi sulit seperti itu, Siti tetap tidak mau peduli.",0,2,1,0,situasi sulit siti peduli
1472,23,Tokoh-11,['siti'],antagonist,Siti menjadi marah.,0,0,1,0,siti marah
1473,23,Tokoh-11,['siti'],antagonist,"Rumah Tek Kanah agak jauh dari tempat mereka, dan ia pun mengajak Siti untuk menemaninya.",0,0,0,1,rumah tek kanah ajak siti teman
1474,23,Tokoh-11,['siti'],antagonist,"Awalnya, Siti tidak mau; ia malu berjalan dengan ibunya yang tua itu.",0,1,1,0,siti malu jalan ibu tua
395,10,Tokoh-11,['sipakpak kunal'],antagonist,"Ketika Raja Margolang, menantunya, dan para budak pergi berburu atau menangkap ikan di sungai, Sipakpak Kunal sering berkata ingin membuat alu dari batang-batang kayu kecil yang tumbuh di mana-mana.",0,0,0,0,raja margolang menantu budak pergi buru tangkap ikan sungai sipakpak nal alu batang batang kayu tumbuh
396,10,Tokoh-11,['sipakpak kunal'],antagonist,"Dengan sigap, Sipakpak Kunal memanjat pohon kelapa dan memilih buah-buah terbaik untuk minuman Baginda.",0,1,0,0,sigap sipakpak nal panjat pohon kelapa pilih buah buah baik minum baginda
397,10,Tokoh-11,['sipakpak kunal'],antagonist,"Saat melihat sarang lebah, Sipakpak Kunal mengungkapkan keinginannya untuk kembali ke tempat itu di malam hari guna mengumpulkan madu.",0,2,0,0,sarang lebah sipakpak nal ingin malam kumpul madu
398,10,Tokoh-11,['sipakpak kunal'],antagonist,"Ia sering memperingatkan Sipakpak Kunal untuk tidak lagi membanggakan hal-hal itu, karena pekerjaan seperti itu adalah tugas rakyat jelata.",0,1,0,0,ingat sipakpak nal bangga kerja tugas rakyat jelata
1706,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,Pekerjaan sehari-hari Nusa dan adik iparnya adalah bercocok tanam dan menangkap ikan di Sungai Kahayan.,0,0,0,1,kerja hari nusa adik ipar cocok tanam tangkap ikan sungai kahayan
1707,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Tanaman padi menjadi layu, buah pisang menjadi kerdil, dan air Sungai Kahayan surut, sehingga ikan-ikan di sana pun semakin berkurang.",0,0,1,0,tanam padi layu buah pisang kerdil air sungai kahayan surut ikan ikan kurang
400,10,Tokoh-11,['sipakpak kunal'],antagonist,"Pada suatu malam, saat Raja Margolang, Permaisuri, Sipakpak Kunal, dan isterinya sedang bersantap, terdengar suara Nagai Sori berdendang di kandang.",0,2,0,0,malam raja margolang permaisuri sipakpak nal isterinya santap dengar suara naga sori dendang kandang
393,10,Tokoh-11,['sipakpak kunal'],antagonist,"Pesta pernikahan ""anak raja"" palsu, Sipakpak Kunal, dimeriahkan oleh orkes Batak dan Melayu, serta kelompok ronggeng yang menghangatkan suasana.",1,2,0,0,pesta nikah anak raja palsu sipakpak nal riah orkes batak melayu kelompok ronggeng hangat suasana
402,10,Tokoh-11,['sipakpak kunal'],antagonist,"Nagai Sori ada di kandang..."" Nyanyian itu berulang-ulang hingga membuat Sipakpak Kunal marah besar dan mengancam akan menghukumnya jika tidak berhenti bernyanyi.",1,2,0,0,naga sori kandang nyanyi ulang ulang sipakpak nal marah ancam hukum henti nyanyi
392,10,Tokoh-11,['sipakpak kunal'],antagonist,"teriak Sipakpak Kunal sambil menunjuk ""budaknya.""",1,0,0,0,teriak sipakpak nal budak
390,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Pintar sekali kau bicara,"" kata Sipakpak Kunal.",1,-1,0,0,pintar kau bicara sipakpak nal
370,10,Tokoh-11,['sipakpak kunal'],antagonist,"Seorang budak pilihan, SIPAKPAK KUNAL, yang akan menjadi pengawal serta seorang penunjuk jalan, melengkapi rombongan.",0,2,0,0,budak pilih sipakpak nal awal tunjuk jalan lengkap rombong
371,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Alangkah kejamnya,"" teriak Sipakpak Kunal tiba-tiba sambil meninju pendayungnya dengan marah.",1,-3,0,0,alangkah kejam teriak sipakpak nal tinju dayung marah
372,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Aku bermimpi berkelahi dengan harimau,"" jawab Sipakpak Kunal menjelaskan sambil berbaring lagi.",1,3,0,0,mimpi kelah harimau sipakpak nal baring
373,10,Tokoh-11,['sipakpak kunal'],antagonist,"Sesudah yang lain-lain tertidur kembali, Sipakpak Kunal meneruskan lamunannya dan berkata pada dirinya sendiri, ""Sekarang umurku sudah hampir 40 tahun dan aku masih belum kawin.",1,-1,0,0,tidur sipakpak nal terus lamun umur kawin
374,10,Tokoh-11,['sipakpak kunal'],antagonist,Tiba-tiba Sipakpak Kunal tertawa terbahak-bahak.,0,1,0,0,sipakpak nal tertawa bahak bahak
375,10,Tokoh-11,['sipakpak kunal'],antagonist,"Masih setengah mengantuk, mereka memandang Sipakpak Kunal dan bertanya, ""Teriakan apa itu?""",1,0,0,0,antuk pandang sipakpak nal ria
376,10,Tokoh-11,['sipakpak kunal'],antagonist,"Menjelang fajar, Sipakpak Kunal melepaskan tali penambat perahu dan perahu itu dikayuhnya ke tengah sungai.",0,-1,0,0,jelang fajar sipakpak nal lepas tali tambat perahu perahu kayuh sungai
377,10,Tokoh-11,['sipakpak kunal'],antagonist,"Melihat Sipakpak Kunal sendirian, ia bertanya, ""Mana kawan-kawan kita?""",1,1,0,0,sipakpak nal kawan kawan
378,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Sudah kulemparkan ke dalam air,"" jawab Sipakpak Kunal singkat.",1,-1,0,0,lempar air sipakpak nal singkat
379,10,Tokoh-11,['sipakpak kunal'],antagonist,teriak Sipakpak Kunal.,0,0,0,0,teriak sipakpak nal
380,10,Tokoh-11,['sipakpak kunal'],antagonist,Kemudian Sipakpak Kunal mulai menceritakan apa yang dipikirkannya malam itu.,0,3,0,0,sipakpak nal cerita pikir malam
381,10,Tokoh-11,['sipakpak kunal'],antagonist,Mata Sipakpak Kunal memancarkan sinar fanatik yang belum pernah dilihatnya sebelumnya.,0,1,0,0,mata sipakpak nal pancar sinar fanatik lihat
382,10,Tokoh-11,['sipakpak kunal'],antagonist,"Kau menjadi Nagai Sori, dan aku Sipakpak Kunal.",0,1,0,0,kau naga sori sipakpak nal
383,10,Tokoh-11,['sipakpak kunal'],antagonist,"Terpaksalah Sipakpak Kunal, ""anak raja"" yang baru menjelma itu, mengambil pendayung untuk mengayuh perahu ke tujuannya.",1,-2,0,0,paksa sipakpak nal anak raja jelma ambil dayung kayuh perahu tuju
384,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Hasil panen kami tahun ini luar biasa banyaknya, Mertuaku,"" jawab Sipakpak Kunal, yang sekarang berlagak sebagai Nagai Sori.",1,2,0,0,hasil panen banyak mertua sipakpak nal lagak naga sori
385,10,Tokoh-11,['sipakpak kunal'],antagonist,"Nagai Sori, yang sekarang berperan sebagai Sipakpak Kunal, duduk dengan takzim di belakang ""tuannya.""",1,0,0,0,naga sori peran sipakpak nal duduk takzim tuan
386,10,Tokoh-11,['sipakpak kunal'],antagonist,"teriak Sipakpak Kunal, yang berlagak sebagai Nagai Sori.",0,1,0,0,teriak sipakpak nal lagak naga sori
387,10,Tokoh-11,['sipakpak kunal'],antagonist,"Namanya Sipakpak Kunal.""",1,0,0,0,nama sipakpak nal
388,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Coba beritahukan,"" sabda Baginda kepada Nagai Sori palsu alias Sipakpak Kunal, ""apa sebenarnya hajat Ananda datang ke sini.""",1,-1,0,0,coba beritahukan sabda baginda naga sori palsu alias sipakpak nal hajat ananda
389,10,Tokoh-11,['sipakpak kunal'],antagonist,"""Mertuaku,"" jawab Sipakpak Kunal, ""aku dikirim ibuku untuk meminang anak Tuanku yang sekarang sudah dewasa.""",1,2,0,0,mertua sipakpak nal kirim ibu pinang anak tuanku dewasa
1459,23,Tokoh-11,['siti'],antagonist,Suaminya sudah lama meninggal sejak Siti berumur tiga tahun.,0,1,1,0,suami tinggal siti umur
391,10,Tokoh-11,['sipakpak kunal'],antagonist,"Mendengar titah Baginda, Sipakpak Kunal mulai menyingsingkan lengan bajunya, seolah-olah ingin memperlihatkan otot-ototnya yang kuat dan kesiapannya untuk bertempur.",0,5,0,0,dengar titah baginda sipakpak nal singsing lengan baju olah otot otot kuat kesiap tempur
1708,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Tolong carikan aku ikan!""",1,-1,0,0,tolong cari ikan
401,10,Tokoh-11,['sipakpak kunal'],antagonist,"Ia bernyanyi, ""Sipakpak Kunal ada di istana.",1,2,0,0,nyanyi sipakpak nal istana
1710,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Beberapa lama kemudian, warga kembali dengan membawa ikan yang banyak.",0,0,0,1,warga bawa ikan
22,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Setibanya di rumah, Datuk Orang Kaya Muda berbohong, mengatakan bahwa Si Jibau sakit parah dan meminta Siti Ensah serta ibunya untuk datang menemuinya.",0,-4,0,0,rumah datuk orang kaya muda bohong si jibau sakit parah siti ensah ibu temu
23,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Tanpa curiga, Siti Ensah dan ibunya ikut bersama Datuk Orang Kaya Muda.",0,0,0,0,curiga siti ensah ibu datuk orang kaya muda
24,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Sesampainya di istana, Datuk Orang Kaya Muda memaksa Siti Ensah untuk menikah dengannya.",0,1,0,0,sampa istana datuk orang kaya muda paksa siti ensah meni dengan
25,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,Ia pun bergegas menuju istana Datuk Orang Kaya Muda.,0,0,0,0,gegas istana datuk orang kaya muda
26,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Setelah itu, mereka menyerbu istana dan terjadi pertarungan sengit antara Si Nogong dan Datuk Orang Kaya Muda.",0,1,0,0,serbu istana tarung sengit si nogong datuk orang kaya muda
1709,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,Warga pun segera berpencar mencari ikan di danau atau telaga yang berada di sekitar hutan.,0,0,0,1,warga pencar cari ikan danau telaga hutan
28,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Mereka pun dinobatkan sebagai pemimpin rakyat, menggantikan Datuk Orang Kaya Muda.",0,1,0,0,nobat pimpin rakyat ganti datuk orang kaya muda
1722,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Ada sesuatu yang membuat hamba bersedih,"" jawab Ikan Saluang.",1,1,0,0,hamba sedih ikan saluang
21,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Sementara itu, seorang bangsawan kaya raya bernama Datuk Orang Kaya Muda mendengar bahwa Si Jibau telah bertemu dengan Siti Ensah.",0,3,0,0,bangsawan kaya raya nama datuk orang kaya muda dengar si jibau temu siti ensah
1723,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"""Apakah itu, Ikan Saluang?",1,0,0,0,ikan saluang
1725,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Bahkan dia menantang Tuan untuk mengadu kekuatan,"" jawab Ikan Saluang.",1,-2,0,0,tantang tuan adu kuat ikan saluang
1726,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Mendengar cerita Ikan Saluang itu, Naga Nusa pun naik pitam.",0,2,0,0,dengar cerita ikan saluang naga nusa pitam
1727,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"""Baik, Tuan Naga,"" jawab Ikan Saluang dengan senang hati.",1,1,0,0,tuan naga ikan saluang senang hati
1728,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Keesokan harinya, datanglah Naga Nusa menuju tempat yang ditunjukkan oleh Ikan Saluang.",0,-1,0,1,esok hari datang naga nusa ikan saluang
1450,23,Tokoh-8,"['gadis', 'gadisnya']",antagonist,"Setiap kali meminta tolong, gadis itu selalu menolak.",0,-1,1,0,kali tolong gadis tolak
1448,23,Tokoh-8,"['gadis', 'gadisnya']",antagonist,"Konon kabarnya, pohon itu berasal dari tengkuluk seorang gadis.",0,0,0,0,konon kabar pohon asal tengkuluk gadis
1724,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Kemarin hamba bertemu seekor naga besar di lautan sana,"" kata Ikan Saluang.",1,2,0,0,kemarin hamba temu ekor naga laut ikan saluang
20,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Karena sangat bahagia, Datuk Kejuruan segera mengutus Amat Lincah, orang kepercayaannya, untuk menyampaikan kabar gembira ini kepada Datuk Malim Panjang.",0,3,0,0,bahagia datuk juru utus lincah orang percaya kabar gembira datuk malim
27,6,Tokoh-8,"['orang', 'datuk orang kaya muda']",antagonist,"Pada akhirnya, Si Nogong berhasil mengalahkan Datuk Orang Kaya Muda, yang akhirnya tewas terkena keris Tumbuk Lada Siganjak Eras.",0,0,0,0,si nogong hasil kalah datuk orang kaya muda tewas kena keris tumbuk lada siganjak eras
1720,26,Tokoh-5,"['ikan saluang', 'ikan']",antagonist,"Keesokan harinya, Ikan Saluang mulai menjalankan rencananya.",0,1,1,0,esok hari ikan saluang jalan rencana
403,10,Tokoh-11,['sipakpak kunal'],antagonist,"Sementara itu, kabar tentang pengkhianatan Sipakpak Kunal mulai menyebar.",0,1,0,0,kabar khianat sipakpak nal sebar
